input,output,similarity_score,not_logical
doctor i think my child might have down syndrome can you please help me to diagnose it,a complete physical skin exam needs to be performed along with other diagnostic procedures such as interviews evaluations and consultations to confirm the diagnosis mental health counseling and occupational therapy assessment for speech therapy physical therapy exercises are also required additionally a hemoglobin a c measurement test and echocardiography are needed to rule out any related complications,0.2670838236808777,False
doctor my back is hurting me a lot and i cannot move in certain positions i think i may have fractured my vertebra,based on what you have told me i recommend we perform a radiographic imaging procedure to confirm your suspicion this could involve a plain xray an xray computed tomography scan ct and a complete blood count cbc additionally we will need to monitor your hydration levels and kidney function so we will also perform urinalysis and kidney function tests and may recommend intravenous fluid replacement if necessary,0.28283774852752686,False
doctor i have been experiencing weakness in my legs and arms and its getting worse day by day my friend told me it could be guillain barre syndrome,its important that we run some tests to confirm the diagnosis we will start with a urinalysis to check for any abnormalities in your urine we will also need to perform a magnetic resonance imaging mri to look for any damage in your nerves along with that some other therapeutic procedures might be required physical therapy exercises might help you recover we also need to test for human papillomavirus hpv dna detection since it can sometimes lead to gbs additionally we might need to perform an echocardiography to check the functioning of your heart lastly we also need to run a chlamydia test to rule out any sti that can sometimes cause this disease,0.20317693054676056,False
doctor i have been experiencing chest pain and i was diagnosed with thoracic aortic aneurysm what medication do you recommend,based on your condition i would recommend a combination of medications including metoprolol nitroglycerin hydralazine labetalol esmolol pentoxifylline colchicine amiodarone nitroprusside estropipate ogen and dexamethasone ophthalmic,0.2854034900665283,False
doctor i have been diagnosed with congenital rubella what medications do i need to take,you need to take thymoglobulin which is a rabbit antihuman tlymphocyte globulin to boost your immune system additionally you need to take grepafloxacin a strong antibiotic to treat any infections that may arise due to your weakened immune system,0.2976664900779724,False
doctor i think i have a pinworm infection its very itchy around my anus at night,you are correct the medication you need for this is mebendazole or pyrantel evict,0.2730651795864105,False
i have been diagnosed with urethral valves what medications should i be taking,you will need to take a combination of medications to manage your condition these include bactrim isosorbide mononitrate ismo cefprozil calcitriol zoledronic acid reclast sitagliptin januvia hydroxychloroquine plaquenil glucosamine rotavirus vaccines rotavirus vaccine benazepril and hepatitis b vaccine obsolete,0.2762758731842041,False
doctor i was recently diagnosed with cryptococcosis what type of medication do i need to take,you will need to take a combination of medications to treat this disease the first medication is amphotericin b which will be given through an iv additionally you will need an ocular lubricant to relieve any eye discomfort you will also take dapsone sodium bicarbonate and fluconazole diflucan moreover i would recommend the influenza virus vaccine h n which is inactivated to prevent further infections you will need to supplement with phenytoin dilantin to prevent seizures ranitidine for stomach problems and amlodipine to keep your blood pressure under control finally some fresh air along with mecamylamine can help you relax and recover,0.2895773947238922,False
hi doctor i have been having trouble seeing objects that are close to me i need to hold books and newspapers at an arms length to read them clearly,it sounds like you might be suffering from hyperopia i will prescribe you some medications to help manage your symptoms you will be taking tropicamide ophthalmic phenylephrine duramax cyclopentolate ophthalmic atropine uaa proparacaine ophthalmic fluorescein nepafenac ophthalmic dexamethasonetobramycin ophthalmic cyclopentolatephenylephrine ophthalmic azelastine ophthalmic fluorometholone ophthalmic and benzylpenicilloyl polylysine prepen please follow the instructions on the label carefully and let me know if you experience any side effects,0.19914937019348145,False
doctor i have been diagnosed with varicose veins what medication do i need to take,you will need to apply a topical cream called becaplermin topical,0.23554015159606934,False
doctor i think i might have alcohol intoxication,alright i am going to prescribe you a combination of medications including thiamine folic acid haloperidol chlordiazepoxide magnesium sulfate nicotine and vecuronium these should help alleviate your symptoms and aid in your recovery,0.26958799362182617,False
i have been diagnosed with ependymoma can you please prescribe me the medications for it,sure i would recommend you with tropicamide ophthalmic prednisolone ophthalmic phenylephrine duramax alendronate carboxymethylcellulose acarbose benoxinatefluorescein ophthalmic loteprednoltobramycin ophthalmic chlorpheniramine cpm ocular lubricant and dorzolamide ophthalmic,0.28722095489501953,False
doctor i have been experiencing overflow incontinence,alright i am going to prescribe you with solifenacin vesicare,0.267995685338974,False
doctor i think i have a fracture in my patella can you help me with it,yes we need to give you some medications for that you will need thiopental nitrous oxide iodine topical and sevoflurane,0.19049444794654846,False
doctor i have been diagnosed with fibrocystic breast disease what medications should i take,you should take a combination of vitamin e vitae ketoprofen alphadgalactosidase enzyme beano hydrocortisoneiodoquinol topical fenoprofen progesic fesoterodine toviaz belladonna extract usp butibel and chondroitin,0.2917501926422119,False
doctor i have been having fever muscle aches and vomiting for the past few days i went to a farm last week and was in contact with contaminated water,based on your symptoms and exposure history it seems like you may have leptospirosis the required medication for this would be a combination of air mecamylamine troleandomycin indium oxyquinoline in indium in oxyquinoline pipecuronium arduan grepafloxacin raxar rabbit antihuman tlymphocyte globulin thymoglobulin iopanoic acid conjugated estrogens topical malathion topical gemtuzumab mylotarg,0.29429733753204346,False
hi doctor i have been experiencing involuntary contractions of my eyelids my eyes blink frequently and sometimes they remain closed for a longer than usual duration is this something i should worry about,it sounds like you might be suffering from blepharospasm the best medication for it is botulinum toxin type a botox,0.2900530695915222,False
doctor i have been diagnosed with congenital malformation syndrome what medication do i need to take,you will be needing a combination of medications to treat your condition i am prescribing fentanyl chlorhexidine topical propofol hydrocodone dexamethasone topical product ketamine divalproex sodium depakote budesonide somatropin tobramycin tobi sevelamer renvela and cyproheptadine these medications will help in managing the various symptoms of your condition and improve your quality of life,0.2993568181991577,False
i have been experiencing memory problems and confusion lately i think i might have wernicke korsakoff syndrome,yes you seem to have symptoms of this syndrome we will prescribe you thiamine clonazepam folic acid quetiapine seroquel bupropion wellbutrin venlafaxine effexor trazodone abciximab reopro acamprosate campral primidone chlordiazepoxide and sodium bicarbonate to treat your condition,0.29155558347702026,False
hi doctor i have been experiencing excessive thirst and urination and i suspect i might have diabetes insipidus,okay in that case i recommend you to take desmopressin,0.2678104043006897,False
doctor ive been diagnosed with varicocele of the testicles what medications do i need to take,youll need to take tadalafil cialis procainamide alphadgalactosidase enzyme beano ginseng preparation ginsana fesoterodine toviaz oxaprozin lidocaineprilocaine topical trimethoprim and cefadroxil,0.29169851541519165,False
doctor ive been diagnosed with acute fatty liver of pregnancy aflp what medication should i take,you should take ursodiol urso methadone glyburide famotidine and mecamylamine,0.27345865964889526,False
doctor im suffering from phimosis what medication do you recommend for me to take,you will have to apply betamethasone topical product on your penis twice a day for four to six weeks this will help in reducing inflammation and facilitate stretching of the foreskin,0.2690781354904175,False
doctor i am experiencing severe nausea and vomiting during pregnancy its really affecting my quality of life,it sounds like you may be suffering from hyperemesis gravidarum we can try a combination of medications to help alleviate your symptoms i recommend starting with zofran promethazine metoclopramide and pyridoxine we can also use trimethobenzamide if necessary and a topical product like miconazole to help with any skin irritation additionally we may need to consider propylthiouracil or methyldopa for controlling any underlying thyroid issues that could be contributing to your symptoms lastly nitrofurantoin may also be prescribed for treating any underlying infection that could be causing or worsening your symptoms,0.2837696075439453,False
hi doctor ive been experiencing tingling and numbness in my hands and feet ive also noticed some muscle weakness could this be a peripheral nerve disorder,yes it is possible to treat your symptoms i would recommend medications such as gabapentin pregabalin lyrica duloxetine cymbalta amitriptyline nortriptyline ropinirole tenofovir lamivudine capsaicin topical and ubiquinone q,0.26495546102523804,False
doctor i have an open wound on my hand,i recommend that you take lidocaine cephalexin tetanus toxoid vaccine adacel bacitracin septa povidone iodine topical betadine diphtheria toxoid vaccine prohibit cefadroxil rabies vaccine obsolete tetanus immune globulin human iodine topical and rabies immune globulin human,0.21027368307113647,False
doctor i have been diagnosed with stomach cancer,i am sorry to hear that the medications you will need to take are cisplatin paclitaxel taxol vitamin b pegfilgrastim neulasta fluorouracil heparin oxaliplatin palonosetron aloxi dexamethasone epirubicin irinotecan and capecitabine xeloda,0.23865863680839539,False
doctor im having a persistent pain in my lower back and abdomen i just got diagnosed with an abdominal aortic aneurysm what would be the required medications,you will be prescribed doxazosin dutasteride avodart plasma protein fraction plasmanate nitroprusside cevimeline evoxac papainurea topical ranolazine ranexa midodrine fludrocortisone and bisoprolol emcor to manage your condition,0.2837661802768707,False
doctor i have been experiencing abnormal vaginal discharge its not itchy or painful just a bit concerning,based on your symptoms i would prescribe you a combination of medications your medications will include metronidazole fluconazole diflucan and metronidazole topical product,0.28057539463043213,False
doctor i have been experiencing weakness in my elbows and pain in my legs what could be causing this,based on your symptoms it is possible that you may have turner syndrome have you noticed any other changes in your body or menstrual cycle,0.26420092582702637,False
doctor ive been experiencing a cough lately,well based on your medical history and symptoms it seems like you may have a salivary gland disorder,0.2941393554210663,False
doctor i have been experiencing some peripheral edema skin swelling ear pain coughing and my throat feels tight,based on your symptoms it seems that you may be suffering from a salivary gland disorder,0.2673686742782593,False
hey doc i have been having some trouble smoking lately it feels like my lungs arent working properly,based on what you are telling me its possible that you are experiencing symptoms related to a metabolic disorder,0.2903403639793396,False
hi doctor i have been experiencing leg cramps or spasms and my tongue looks abnormal,those symptoms are not related to a rotator cuff injury have you noticed any pain in your shoulder or upper arm difficulty moving your arm or weakness in your shoulderpatient oh im sorry yes i have been experiencing pain in my shoulder and upper arm its also hard for me to move my arm and my shoulder feels weak,0.1860385537147522,False
doctor i have been experiencing melena and peripheral edema can you tell me what might be the cause,based on your symptoms it is possible that you have cirrhosis,0.2773091495037079,False
doctor i have been experiencing delusions and hostile behavior lately,based on your symptoms it is possible that you are suffering from a subdural hemorrhage,0.16655990481376648,False
doctor ive been experiencing some eye redness wrist weakness and eye strain what could be causing this,based on your symptoms you may be experiencing fetal alcohol syndrome it is a condition that occurs in babies whose mothers consumed alcohol during pregnancy,0.22096115350723267,False
doctor ive been having terrible eye strain lately and feeling very depressed,have you ever consumed alcohol during pregnancy patient yes i did have a few drinks during my pregnancy,0.11845933645963669,False
doctor i have been experiencing coryza and sharp chest pain recently what could be the problem,asthma,0.268856406211853,False
doctor ive been having some weakness in my back its been bothering me a lot lately,have you inserted anything in your vagina recentlypatient yes actually now that you mention it i did forget to remove my diaphragm after intercourse last week,0.233969047665596,False
doctor i have been experiencing back pain for the past week,do you also have any restlessness in your legs when youre lying down or sitting for long periods of time patient now that you mention it yes i have found myself moving my legs around a lot when i am lying down,0.15705057978630066,False
doctor i have been experiencing cramps and spasms as well as lower abdominal pain,based on your symptoms it appears that you may have undergone an induced abortion recently it is important to disclose any recent medical procedures to your healthcare provider in order to receive proper care have you recently undergone an abortion,0.2605539560317993,False
hi doctor ive been having trouble sleeping lately and have been drinking a lot of alcohol to try and help me sleep,based on what youve described it sounds like you may be struggling with a substancerelated mental disorder,0.25570863485336304,False
doctor i have been having nosebleeds muscle swelling loss of sensation and nausea what could be causing this,these symptoms are indicative of a pituitary adenoma its a noncancerous tumor in the pituitary gland that causes hormonal imbalances and can lead to various symptoms including the ones you have mentioned we need to conduct some tests to confirm the diagnosis,0.28191298246383667,False
doctor my eye has been really bothering me its red swollen and itchy,it sounds like you may be experiencing a chalazion,0.2563699781894684,False
doctor i have been experiencing knee swelling lower abdominal pain and skin swelling what could be the cause of this,based on your symptoms you might be suffering from ovarian torsion have you experienced any other symptoms such as nausea and vomiting,0.14931559562683105,False
doctor i have been experiencing sharp abdominal pain recently,based on your symptoms it seems like you may be suffering from a vaginal yeast infection,0.2241055965423584,False
doctor i have been experiencing fluid in my ear along with fever facial pain and redness in my ear what could be the issue,based on your symptoms it seems that you are suffering from a condition called mastoiditis,0.2730638384819031,False
doctor lately i have been experiencing a terrible headache and back pain,well it seems that you might have a lung contusion,0.23117540776729584,False
doctor i have been experiencing foot or toe pain lately,thats unfortunate however your symptoms are not related to the disease you have im sorry to inform you that you have endophthalmitis,0.2807358205318451,False
doctor i have been experiencing ankle pain fatigue joint stiffness and pain in my eyes what could be the cause,based on the symptoms you mentioned it is possible that you are suffering from lead poisoning you should get yourself checked immediately as it could be very harmful,0.24962639808654785,False
doctor i have been experiencing excessive urination at night and shoulder cramps or spasms what could it be,based on your symptoms it is possible that you are experiencing lead poisoning have you been exposed to lead in your workplace or at home,0.20180100202560425,False
doctor ive been experiencing shoulder cramps or spasms pain during pregnancy pain or soreness of breast and also facial and ankle pain what could be the reason behind it,based on your symptoms it seems like you might be suffering from lead poisoning it is a condition caused by exposure to lead which can lead to the symptoms you just mentioned,0.2739705443382263,False
doctor i have been feeling very angry and frustrated lately and to add to that i am also having severe pain in my ankle,based on your symptoms i suspect you might have lead poisoning have you been in contact with lead or leadbased products recently,0.2287493497133255,False
doctor i have been having pain in my eye and i just noticed a lump on my knee do you know what could be causing this,based on your symptoms it is possible that you may be suffering from lead poisoning have you been exposed to lead recently,0.19241251051425934,False
doctor im experiencing cramps and spasms along with a headache fever redness in my ear and a cough what could be wrong,it sounds like you may be suffering from hyperhidrosis a condition that causes excessive sweating beyond what is necessary to regulate body temperature however your symptoms are not typical of hyperhidrosis and i would like to do some further examination to make sure we have a proper diagnosis,0.18245941400527954,False
doctor i have noticed a lump on my hip and am experiencing headaches and some depressive symptoms do you know what could be causing these,yes it sounds like you may be experiencing symptoms of normal pressure hydrocephalus have you noticed any difficulty with walking balance or urinary incontinence,0.29527032375335693,False
doctor i have been experiencing regurgitation joint pain nosebleeds nausea and diarrhea do you have any idea what might be wrong,based on your symptoms its possible that you have nonalcoholic liver disease nash well need to run some tests to confirm the diagnosis,0.27055150270462036,False
doctor i have been experiencing excessive growth and headaches lately do you have any idea what might be causing this,these symptoms might be caused by an abscess of the lung its a localized collection of pus in the lung that can cause fever shortness of breath chest pain and coughing up blood we need to do further tests to confirm the diagnosis,0.24351631104946136,False
doctor i have been experiencing wrist pain and i have noticed a lump on my knee what could be causing this,based on your symptoms it is possible that you have dengue fever have you experienced any other symptoms such as fever or headaches,0.25564420223236084,False
doctor i have been experiencing throat irritation blood in stool low selfesteem and depression i must also admit that i have been abusing alcohol,have you been taking any painkillers or analgesics recentlypatient yes i have been taking them almost every day for my headaches,0.28898218274116516,False
doctor i have been having some health issues lately i have problems during pregnancy low selfesteem throat irritation i abuse alcohol and have been showing hostile behavior what could be causing all of these symptoms,its quite possible that you are suffering from analgesic poisoning overuse of analgesics can cause a variety of symptoms including the ones you have mentioned its important that you seek medical treatment immediately in order to prevent any further damage to your health,0.29707562923431396,False
doctor i have been experiencing an itchy eyelid a vulvar sore fainting shoulder swelling and wrist weakness can you tell me what could be causing these symptoms,based on your symptoms its possible that you have cryptococcosis a fungal infection caused by inhaling the cryptococcus fungus it can affect various parts of the body including the lungs brain and skin leading to symptoms like yours,0.23867212235927582,False
doctor i have been experiencing leg swelling and fluid retention whats wrong with me,those symptoms indicate that you have pulmonary congestion,0.25839871168136597,False
doctor i have redness in my ear cough mouth ulcers abnormal appearing skin and decreased appetite what could be happening to me,it sounds like you might have herpangina,0.2458561658859253,False
doctor ive been experiencing weakness fatigue cough and what i think is an allergic reaction what could be causing this,based on your symptoms its possible that you are suffering from conversion disorder,0.19695036113262177,False
doctor ive been experiencing sinus congestion neck pain and headaches what could be the problem,it seems like you might have suffered an injury to the trunk which is causing all these symptoms we need to exam you more closely and may need to run some tests to come up with a definite diagnosis,0.2763771712779999,False
doctor i have been having some symptoms in my scrotum and testes along with rib pain and lower body pain what could be causing this,it seems like you may have suffered an injury to your trunk which can cause these symptoms we will need to do some further tests to determine the extent of the injury and the best course of treatment,0.2867809534072876,False
doctor i have been feeling really nauseous lately and i have been experiencing some back and neck pain as well,you may have a concussion have you had any recent falls or hits to your head,0.25764161348342896,False
doctor i have been experiencing some strange symptoms lately i have been feeling very underweight and weak in my lower back additionally ive been having cramps and spasms in my elbows,based on your symptoms it is possible that you have oral leukoplakia have you noticed any white or gray patches in your mouth or on your lips that is a common symptom of this disease,0.2100728154182434,False
doctor i have been experiencing elbow cramps or spasms recently can you tell me what is wrong with me,based on your symptoms its possible that you may have carbon monoxide poisoning have you been in an enclosed space with poor ventilation or around gas appliances lately,0.20429380238056183,False
doctor ive been having diarrhea for a few days now and i feel extremely tired all the time whats wrong with me,based on those symptoms its possible that you could be experiencing carbon monoxide poisoning have you been exposed to any potential sources of carbon monoxide such as faulty heating systems or gas stoves,0.2737666964530945,False
doctor i have been feeling very dizzy lately,based on your symptoms you may be experiencing carbon monoxide poisoning have you been exposed to any carbon monoxide recently,0.2700251340866089,False
doctor ive been feeling hot and cold lately what could be the issue,well based on your symptoms its possible that you might be suffering from hirschsprung disease it is a condition in which the nerves in the colon dont develop correctly leading to problems with bowel movements and other related symptoms,0.2732735872268677,False
ive been having low back weakness elbow weakness and wrist weakness and sometimes i experience elbow cramps or spasms,based on your symptoms it seems like you have dislocated your foot you need to undergo examination and diagnostic tests to confirm the diagnosis,0.2537018656730652,False
doctor i have been experiencing pain during my pregnancy excessive urination at night and facial pain can you please tell me what could be causing these symptoms,based on your symptoms you may have contracted the west nile virus which is a mosquitoborne illness that can cause pain fever and other flulike symptoms it can also cause neurological symptoms such as headaches confusion and seizures i suggest getting tested for the virus and seeking medical attention if your symptoms worsen,0.2618677616119385,False
hi doctor i have a lump on my knee and pain in my ankle im also experiencing pain during my pregnancy what could be the problem,based on your symptoms i suspect that you may have west nile virus have you recently been bitten by mosquitoes or lived in an area with a lot of mosquitoes,0.17034777998924255,False
doctor i have been experiencing excessive urination at night what do you think could be the cause,based on your symptoms its possible that you may have contracted the west nile virus i recommend that we conduct some tests to confirm the diagnosis,0.23920464515686035,False
doctor i have been experiencing symptoms of the kidneys fatigue a hoarse voice regurgitation and itchy ears what could be the problem,based on your symptoms i believe you may be experiencing lymphoma it is important to undergo further testing and evaluation to confirm the diagnosis and determine the best course of treatment,0.2734661102294922,False
doctor i have been having some unusual symptoms lately my face has been showing some unusual rash and i feel there is a lack of growth on my skin,do you spend a lot of time outdoor or are exposed to the sun frequentlypatient yes i work in the field and i am mostly under the sun,0.14105252921581268,False
doctor i have been experiencing some wrist weakness and emotional symptoms lately what could be the problem,have you been using insulin medicationpatient yes i have,0.27513375878334045,False
doctor ive been experiencing nailbiting and diarrhea lately what could be causing this,based on your symptoms it is possible that you are experiencing an insulin overdose,0.28158897161483765,False
doctor i have been experiencing shoulder pain headache and weakness lately what could be the problem,based on your symptoms it is possible that you have siadh which stands for syndrome of inappropriate secretion of adh,0.2796749472618103,False
doctor i have been experiencing facial pain along with shoulder cramps or spasms and also ankle pain what could be the reason for these symptoms,based on your symptoms it is likely that you are suffering from leishmaniasis a parasitic disease caused by the bite of infected sandflies,0.2400694340467453,False
doctor i am experiencing side pain arm stiffness or tightness shoulder swelling and also pain or soreness of the breast what could be the problem,based on your symptoms it is possible that you have syringomyelia it is a rare disease that occurs when a fluidfilled cyst forms in the spinal cord leading to various symptoms including the ones you have described it is important to get a proper diagnosis and treatment,0.2891940474510193,False
doctor i have been experiencing some symptoms lately i have gained weight and been having nightmares,it sounds like you might be experiencing symptoms of mitral valve disease have you been experiencing any shortness of breath or fatigue as well,0.22767721116542816,False
doctor i have been experiencing coryza for a few days now what could it be,it seems like you might be suffering from otitis media which is an inflammation of the middle ear,0.28334683179855347,False
hi doctor i have been experiencing a lot of anxiety and nervousness lately especially in the morning,have you been using any drugs or opioids recentlypatient actually yes i have been using opioids for my back pain,0.23095613718032837,False
doctor i have been experiencing chills lately,it might be due to myelodysplastic syndrome,0.2834731936454773,False
doctor ive been having a persistent cough and its becoming difficult for me to speak,its possible that you may have myelodysplastic syndrome,0.24191054701805115,False
doctor i have been experiencing shortness of breath anxiety and nervousness and palpitations do you know what could be causing this,from your symptoms it is possible that you may be experiencing side effects of methamphetamine abuse have you been using this drug recently,0.24798280000686646,False
doctor i have been experiencing sharp chest pain what could be the possible reason,have you been consuming alcohol latelypatient yes i have been drinking frequently,0.1675986349582672,False
doctor i have been having pelvic pressure eye strain knee lump or mass and even occasional bedwetting what could be the reason for this,based on your symptoms it seems like you could have scurvy scurvy is a disease caused by a deficiency in vitamin c and can cause a range of symptoms including those youve described,0.20536619424819946,False
doctor im experiencing very long menstrual periods recently what could be the matter,this could be a result of impulse control disorder which causes abnormalities in mood behavior and social norms ill advise a comprehensive evaluation so we can identify the right course of treatment,0.13933774828910828,False
doctor i have been having a sore throat and loss of appetite lately,you might have an abscess of the nose,0.26656463742256165,False
doctor ive been experiencing nosebleeds skin rash and diminished hearing what could be the problem,it is possible that you have adrenal cancer as those symptoms can be associated with it i would like to conduct further tests to confirm,0.2910385727882385,False
doctor i have been experiencing chest tightness lately,you might be suffering from chronic rheumatic fever have you experienced any joint pain or fever as well,0.27500712871551514,False
doctor ive been experiencing some symptoms like fluid in ear dizziness and shortness of breath lately what could be the reason behind it,based on your symptoms it seems like you are suffering from chronic rheumatic fever it is a rare complication that can arise from untreated strep throat,0.2770370841026306,False
doctor i have been feeling nauseous lately do you know whats wrong with me,have you noticed any lumps or swelling in your testiclespatient yes come to think of it there has been a lump in one of them for a while,0.27510517835617065,False
doctor i have been experiencing difficulty in swallowing nosebleeds vaginal pain and pain in my anus what could be causing these symptoms,based on your symptoms it is likely that you are suffering from anemia due to malignancy which occurs when cancer cells cause bleeding and damage to the bodys red blood cells its important we begin treatment as soon as possible to address the underlying malignancy and manage your anemia,0.23662737011909485,False
doctor i keep having nosebleeds what could be the possible cause of this,based on your medical history and symptoms it is possible that you have anemia due to malignancy have you been feeling weak or fatigued lately,0.25003761053085327,False
doctor i have been feeling ill lately and my ribs hurt i also have a history of drug abuse what could be causing this,it sounds like you may be suffering from glucocorticoid deficiency this condition occurs when the adrenal glands dont produce enough of the hormone cortisol which can cause symptoms like the ones you described lets get some tests to confirm the diagnosis,0.2781665325164795,False
